(10000, 4) (10000, 1) (10000, 5)
(583, 5)
Epoch [3810 / 5000] train loss: 0.001165, val loss: 0.001807
Epoch [3811 / 5000] train loss: 0.001089, val loss: 0.001712
Epoch [3812 / 5000] train loss: 0.001052, val loss: 0.001712
Epoch [3813 / 5000] train loss: 0.001032, val loss: 0.001794
Epoch [3814 / 5000] train loss: 0.001066, val loss: 0.001771
Epoch [3815 / 5000] train loss: 0.001092, val loss: 0.001881
Epoch [3816 / 5000] train loss: 0.001159, val loss: 0.001908
Epoch [3817 / 5000] train loss: 0.001259, val loss: 0.002146
Epoch [3818 / 5000] train loss: 0.001362, val loss: 0.002048
Epoch [3819 / 5000] train loss: 0.001438, val loss: 0.002139
Epoch [3820 / 5000] train loss: 0.001376, val loss: 0.001912
Epoch [3821 / 5000] train loss: 0.001249, val loss: 0.001822
Epoch [3822 / 5000] train loss: 0.001098, val loss: 0.001739
Epoch [3823 / 5000] train loss: 0.001069, val loss: 0.001764
Epoch [3824 / 5000] train loss: 0.001108, val loss: 0.001980
Epoch [3825 / 5000] train loss: 0.001217, val loss: 0.001976
Epoch [3826 / 5000] train loss: 0.001313, val loss: 0.002112
Epoch [3827 / 5000] train loss: 0.001370, val loss: 0.002022
Epoch [3828 / 5000] train loss: 0.001381, val loss: 0.002083
Epoch [3829 / 5000] train loss: 0.001299, val loss: 0.001838
Epoch [3830 / 5000] train loss: 0.001164, val loss: 0.001787
Epoch [3831 / 5000] train loss: 0.001071, val loss: 0.001770
Epoch [3832 / 5000] train loss: 0.001051, val loss: 0.001791
Epoch [3833 / 5000] train loss: 0.001121, val loss: 0.001912
Epoch [3834 / 5000] train loss: 0.001174, val loss: 0.001854
Epoch [3835 / 5000] train loss: 0.001212, val loss: 0.001924
Epoch [3836 / 5000] train loss: 0.001173, val loss: 0.001795
Epoch [3837 / 5000] train loss: 0.001116, val loss: 0.001780
Epoch [3838 / 5000] train loss: 0.001054, val loss: 0.001730
Epoch [3839 / 5000] train loss: 0.001024, val loss: 0.001737
Epoch [3840 / 5000] train loss: 0.001031, val loss: 0.001807
Epoch [3841 / 5000] train loss: 0.001066, val loss: 0.001782
Epoch [3842 / 5000] train loss: 0.001122, val loss: 0.001922
Epoch [3843 / 5000] train loss: 0.001181, val loss: 0.001900
Epoch [3844 / 5000] train loss: 0.001254, val loss: 0.002019
Epoch [3845 / 5000] train loss: 0.001259, val loss: 0.001893
Epoch [3846 / 5000] train loss: 0.001238, val loss: 0.001918
Epoch [3847 / 5000] train loss: 0.001160, val loss: 0.001795
Epoch [3848 / 5000] train loss: 0.001101, val loss: 0.001767
Epoch [3849 / 5000] train loss: 0.001039, val loss: 0.001741
Epoch [3850 / 5000] train loss: 0.001034, val loss: 0.001734
Epoch [3851 / 5000] train loss: 0.001054, val loss: 0.001851
Epoch [3852 / 5000] train loss: 0.001109, val loss: 0.001803
Epoch [3853 / 5000] train loss: 0.001150, val loss: 0.001921
Epoch [3854 / 5000] train loss: 0.001189, val loss: 0.001881
Epoch [3855 / 5000] train loss: 0.001227, val loss: 0.001962
Epoch [3856 / 5000] train loss: 0.001211, val loss: 0.001823
Epoch [3857 / 5000] train loss: 0.001163, val loss: 0.001835
Epoch [3858 / 5000] train loss: 0.001097, val loss: 0.001760
Epoch [3859 / 5000] train loss: 0.001053, val loss: 0.001742
Epoch [3860 / 5000] train loss: 0.001027, val loss: 0.001728
Epoch [3861 / 5000] train loss: 0.001033, val loss: 0.001722
Epoch [3862 / 5000] train loss: 0.001050, val loss: 0.001836
Epoch [3863 / 5000] train loss: 0.001094, val loss: 0.001802
Epoch [3864 / 5000] train loss: 0.001137, val loss: 0.001915
Epoch [3865 / 5000] train loss: 0.001177, val loss: 0.001887
Epoch [3866 / 5000] train loss: 0.001223, val loss: 0.002018
Epoch [3867 / 5000] train loss: 0.001241, val loss: 0.001891
Epoch [3868 / 5000] train loss: 0.001239, val loss: 0.001929
Epoch [3869 / 5000] train loss: 0.001177, val loss: 0.001800
Epoch [3870 / 5000] train loss: 0.001119, val loss: 0.001773
Epoch [3871 / 5000] train loss: 0.001052, val loss: 0.001721
Epoch [3872 / 5000] train loss: 0.001033, val loss: 0.001724
Epoch [3873 / 5000] train loss: 0.001044, val loss: 0.001839
Epoch [3874 / 5000] train loss: 0.001098, val loss: 0.001823
Epoch [3875 / 5000] train loss: 0.001152, val loss: 0.001944
Epoch [3876 / 5000] train loss: 0.001187, val loss: 0.001905
Epoch [3877 / 5000] train loss: 0.001244, val loss: 0.002029
Epoch [3878 / 5000] train loss: 0.001253, val loss: 0.001865
Epoch [3879 / 5000] train loss: 0.001200, val loss: 0.001851
Epoch [3880 / 5000] train loss: 0.001113, val loss: 0.001755
Epoch [3881 / 5000] train loss: 0.001052, val loss: 0.001736
Epoch [3882 / 5000] train loss: 0.001026, val loss: 0.001736
Epoch [3883 / 5000] train loss: 0.001037, val loss: 0.001727
Epoch [3884 / 5000] train loss: 0.001068, val loss: 0.001849
Epoch [3885 / 5000] train loss: 0.001108, val loss: 0.001832
Epoch [3886 / 5000] train loss: 0.001163, val loss: 0.001938
Epoch [3887 / 5000] train loss: 0.001194, val loss: 0.001900
Epoch [3888 / 5000] train loss: 0.001226, val loss: 0.001954
Epoch [3889 / 5000] train loss: 0.001186, val loss: 0.001801
Epoch [3890 / 5000] train loss: 0.001127, val loss: 0.001785
Epoch [3891 / 5000] train loss: 0.001055, val loss: 0.001727
Epoch [3892 / 5000] train loss: 0.001022, val loss: 0.001715
Epoch [3893 / 5000] train loss: 0.001025, val loss: 0.001775
Epoch [3894 / 5000] train loss: 0.001063, val loss: 0.001779
Epoch [3895 / 5000] train loss: 0.001115, val loss: 0.001931
Epoch [3896 / 5000] train loss: 0.001180, val loss: 0.001942
Epoch [3897 / 5000] train loss: 0.001283, val loss: 0.002092
Epoch [3898 / 5000] train loss: 0.001310, val loss: 0.002027
Epoch [3899 / 5000] train loss: 0.001366, val loss: 0.002034
Epoch [3900 / 5000] train loss: 0.001258, val loss: 0.001781
Epoch [3901 / 5000] train loss: 0.001105, val loss: 0.001735
Epoch [3902 / 5000] train loss: 0.001027, val loss: 0.001827
Epoch [3903 / 5000] train loss: 0.001085, val loss: 0.001871
Epoch [3904 / 5000] train loss: 0.001204, val loss: 0.002047
Epoch [3905 / 5000] train loss: 0.001286, val loss: 0.001963
Epoch [3906 / 5000] train loss: 0.001331, val loss: 0.002017
Epoch [3907 / 5000] train loss: 0.001260, val loss: 0.001821
Epoch [3908 / 5000] train loss: 0.001158, val loss: 0.001794
Epoch [3909 / 5000] train loss: 0.001058, val loss: 0.001748
Epoch [3910 / 5000] train loss: 0.001024, val loss: 0.001766
Epoch [3911 / 5000] train loss: 0.001068, val loss: 0.001873
Epoch [3912 / 5000] train loss: 0.001132, val loss: 0.001881
Epoch [3913 / 5000] train loss: 0.001238, val loss: 0.002063
Epoch [3914 / 5000] train loss: 0.001305, val loss: 0.001945
Epoch [3915 / 5000] train loss: 0.001317, val loss: 0.001994
Epoch [3916 / 5000] train loss: 0.001232, val loss: 0.001856
Epoch [3917 / 5000] train loss: 0.001151, val loss: 0.001807
Epoch [3918 / 5000] train loss: 0.001058, val loss: 0.001748
Epoch [3919 / 5000] train loss: 0.001033, val loss: 0.001756
Epoch [3920 / 5000] train loss: 0.001058, val loss: 0.001900
Epoch [3921 / 5000] train loss: 0.001131, val loss: 0.001858
Epoch [3922 / 5000] train loss: 0.001197, val loss: 0.002009
Epoch [3923 / 5000] train loss: 0.001260, val loss: 0.001931
Epoch [3924 / 5000] train loss: 0.001269, val loss: 0.001988
Epoch [3925 / 5000] train loss: 0.001225, val loss: 0.001837
Epoch [3926 / 5000] train loss: 0.001172, val loss: 0.001844
Epoch [3927 / 5000] train loss: 0.001104, val loss: 0.001770
Epoch [3928 / 5000] train loss: 0.001058, val loss: 0.001763
Epoch [3929 / 5000] train loss: 0.001029, val loss: 0.001749
Epoch [3930 / 5000] train loss: 0.001028, val loss: 0.001738
Epoch [3931 / 5000] train loss: 0.001042, val loss: 0.001809
Epoch [3932 / 5000] train loss: 0.001064, val loss: 0.001757
Epoch [3933 / 5000] train loss: 0.001074, val loss: 0.001815
Epoch [3934 / 5000] train loss: 0.001095, val loss: 0.001797
Epoch [3935 / 5000] train loss: 0.001133, val loss: 0.001912
Epoch [3936 / 5000] train loss: 0.001162, val loss: 0.001823
Epoch [3937 / 5000] train loss: 0.001172, val loss: 0.001894
Epoch [3938 / 5000] train loss: 0.001152, val loss: 0.001805
Epoch [3939 / 5000] train loss: 0.001131, val loss: 0.001836
Epoch [3940 / 5000] train loss: 0.001093, val loss: 0.001723
Epoch [3941 / 5000] train loss: 0.001044, val loss: 0.001728
Epoch [3942 / 5000] train loss: 0.001027, val loss: 0.001750
Epoch [3943 / 5000] train loss: 0.001026, val loss: 0.001749
Epoch [3944 / 5000] train loss: 0.001054, val loss: 0.001811
Epoch [3945 / 5000] train loss: 0.001086, val loss: 0.001794
Epoch [3946 / 5000] train loss: 0.001130, val loss: 0.001926
Epoch [3947 / 5000] train loss: 0.001180, val loss: 0.001843
Epoch [3948 / 5000] train loss: 0.001192, val loss: 0.001926
Epoch [3949 / 5000] train loss: 0.001182, val loss: 0.001830
Epoch [3950 / 5000] train loss: 0.001167, val loss: 0.001858
Epoch [3951 / 5000] train loss: 0.001118, val loss: 0.001733
Epoch [3952 / 5000] train loss: 0.001070, val loss: 0.001741
Epoch [3953 / 5000] train loss: 0.001028, val loss: 0.001746
Epoch [3954 / 5000] train loss: 0.001022, val loss: 0.001737
Epoch [3955 / 5000] train loss: 0.001025, val loss: 0.001771
Epoch [3956 / 5000] train loss: 0.001046, val loss: 0.001758
Epoch [3957 / 5000] train loss: 0.001072, val loss: 0.001854
Epoch [3958 / 5000] train loss: 0.001099, val loss: 0.001784
Epoch [3959 / 5000] train loss: 0.001104, val loss: 0.001853
Epoch [3960 / 5000] train loss: 0.001101, val loss: 0.001803
Epoch [3961 / 5000] train loss: 0.001107, val loss: 0.001842
Epoch [3962 / 5000] train loss: 0.001092, val loss: 0.001760
Epoch [3963 / 5000] train loss: 0.001081, val loss: 0.001805
Epoch [3964 / 5000] train loss: 0.001069, val loss: 0.001756
Epoch [3965 / 5000] train loss: 0.001070, val loss: 0.001788
Epoch [3966 / 5000] train loss: 0.001066, val loss: 0.001732
Epoch [3967 / 5000] train loss: 0.001068, val loss: 0.001775
Epoch [3968 / 5000] train loss: 0.001051, val loss: 0.001738
Epoch [3969 / 5000] train loss: 0.001054, val loss: 0.001758
Epoch [3970 / 5000] train loss: 0.001037, val loss: 0.001719
Epoch [3971 / 5000] train loss: 0.001032, val loss: 0.001740
Epoch [3972 / 5000] train loss: 0.001018, val loss: 0.001729
Epoch [3973 / 5000] train loss: 0.001016, val loss: 0.001714
Epoch [3974 / 5000] train loss: 0.001008, val loss: 0.001717
Epoch [3975 / 5000] train loss: 0.001013, val loss: 0.001720
Epoch [3976 / 5000] train loss: 0.001017, val loss: 0.001792
Epoch [3977 / 5000] train loss: 0.001046, val loss: 0.001765
Epoch [3978 / 5000] train loss: 0.001089, val loss: 0.001888
Epoch [3979 / 5000] train loss: 0.001153, val loss: 0.001937
Epoch [3980 / 5000] train loss: 0.001289, val loss: 0.002180
Epoch [3981 / 5000] train loss: 0.001397, val loss: 0.002121
Epoch [3982 / 5000] train loss: 0.001508, val loss: 0.002206
Epoch [3983 / 5000] train loss: 0.001430, val loss: 0.001949
Epoch [3984 / 5000] train loss: 0.001311, val loss: 0.001843
Epoch [3985 / 5000] train loss: 0.001108, val loss: 0.001714
Epoch [3986 / 5000] train loss: 0.001028, val loss: 0.001750
Epoch [3987 / 5000] train loss: 0.001081, val loss: 0.001968
Epoch [3988 / 5000] train loss: 0.001211, val loss: 0.001979
Epoch [3989 / 5000] train loss: 0.001334, val loss: 0.002127
Epoch [3990 / 5000] train loss: 0.001363, val loss: 0.001974
Epoch [3991 / 5000] train loss: 0.001337, val loss: 0.001962
Epoch [3992 / 5000] train loss: 0.001220, val loss: 0.001756
Epoch [3993 / 5000] train loss: 0.001084, val loss: 0.001719
Epoch [3994 / 5000] train loss: 0.001020, val loss: 0.001755
Epoch [3995 / 5000] train loss: 0.001037, val loss: 0.001765
Epoch [3996 / 5000] train loss: 0.001095, val loss: 0.001902
Epoch [3997 / 5000] train loss: 0.001155, val loss: 0.001881
Epoch [3998 / 5000] train loss: 0.001228, val loss: 0.002010
Epoch [3999 / 5000] train loss: 0.001251, val loss: 0.001899
Epoch [4000 / 5000] train loss: 0.001237, val loss: 0.001914
Epoch [4001 / 5000] train loss: 0.001165, val loss: 0.001769
Epoch [4002 / 5000] train loss: 0.001094, val loss: 0.001762
Epoch [4003 / 5000] train loss: 0.001037, val loss: 0.001707
Epoch [4004 / 5000] train loss: 0.001009, val loss: 0.001703
Epoch [4005 / 5000] train loss: 0.001025, val loss: 0.001773
Epoch [4006 / 5000] train loss: 0.001056, val loss: 0.001784
Epoch [4007 / 5000] train loss: 0.001109, val loss: 0.001882
Epoch [4008 / 5000] train loss: 0.001141, val loss: 0.001834
Epoch [4009 / 5000] train loss: 0.001169, val loss: 0.001932
Epoch [4010 / 5000] train loss: 0.001165, val loss: 0.001835
Epoch [4011 / 5000] train loss: 0.001157, val loss: 0.001865
Epoch [4012 / 5000] train loss: 0.001107, val loss: 0.001752
Epoch [4013 / 5000] train loss: 0.001054, val loss: 0.001743
Epoch [4014 / 5000] train loss: 0.001012, val loss: 0.001732
Epoch [4015 / 5000] train loss: 0.001012, val loss: 0.001708
Epoch [4016 / 5000] train loss: 0.001027, val loss: 0.001794
Epoch [4017 / 5000] train loss: 0.001071, val loss: 0.001817
Epoch [4018 / 5000] train loss: 0.001160, val loss: 0.001978
Epoch [4019 / 5000] train loss: 0.001227, val loss: 0.001964
Epoch [4020 / 5000] train loss: 0.001333, val loss: 0.002172
Epoch [4021 / 5000] train loss: 0.001382, val loss: 0.002145
Epoch [4022 / 5000] train loss: 0.001500, val loss: 0.002112
Epoch [4023 / 5000] train loss: 0.001348, val loss: 0.001808
Epoch [4024 / 5000] train loss: 0.001174, val loss: 0.001734
Epoch [4025 / 5000] train loss: 0.001040, val loss: 0.001815
Epoch [4026 / 5000] train loss: 0.001085, val loss: 0.001877
Epoch [4027 / 5000] train loss: 0.001213, val loss: 0.002120
Epoch [4028 / 5000] train loss: 0.001366, val loss: 0.002140
Epoch [4029 / 5000] train loss: 0.001513, val loss: 0.002334
Epoch [4030 / 5000] train loss: 0.001528, val loss: 0.002035
Epoch [4031 / 5000] train loss: 0.001410, val loss: 0.001940
Epoch [4032 / 5000] train loss: 0.001187, val loss: 0.001777
Epoch [4033 / 5000] train loss: 0.001040, val loss: 0.001784
Epoch [4034 / 5000] train loss: 0.001057, val loss: 0.001928
Epoch [4035 / 5000] train loss: 0.001182, val loss: 0.001946
Epoch [4036 / 5000] train loss: 0.001316, val loss: 0.002132
Epoch [4037 / 5000] train loss: 0.001376, val loss: 0.002006
Epoch [4038 / 5000] train loss: 0.001399, val loss: 0.001992
Epoch [4039 / 5000] train loss: 0.001244, val loss: 0.001768
Epoch [4040 / 5000] train loss: 0.001077, val loss: 0.001750
Epoch [4041 / 5000] train loss: 0.001026, val loss: 0.001815
Epoch [4042 / 5000] train loss: 0.001069, val loss: 0.001841
Epoch [4043 / 5000] train loss: 0.001158, val loss: 0.002004
Epoch [4044 / 5000] train loss: 0.001209, val loss: 0.001902
Epoch [4045 / 5000] train loss: 0.001233, val loss: 0.001933
Epoch [4046 / 5000] train loss: 0.001172, val loss: 0.001778
Epoch [4047 / 5000] train loss: 0.001087, val loss: 0.001755
Epoch [4048 / 5000] train loss: 0.001021, val loss: 0.001743
Epoch [4049 / 5000] train loss: 0.001018, val loss: 0.001744
Epoch [4050 / 5000] train loss: 0.001065, val loss: 0.001867
Epoch [4051 / 5000] train loss: 0.001120, val loss: 0.001850
Epoch [4052 / 5000] train loss: 0.001196, val loss: 0.001949
Epoch [4053 / 5000] train loss: 0.001192, val loss: 0.001810
Epoch [4054 / 5000] train loss: 0.001150, val loss: 0.001827
Epoch [4055 / 5000] train loss: 0.001080, val loss: 0.001749
Epoch [4056 / 5000] train loss: 0.001032, val loss: 0.001729
Epoch [4057 / 5000] train loss: 0.001008, val loss: 0.001741
Epoch [4058 / 5000] train loss: 0.001026, val loss: 0.001730
Epoch [4059 / 5000] train loss: 0.001054, val loss: 0.001824
Epoch [4060 / 5000] train loss: 0.001081, val loss: 0.001774
Epoch [4061 / 5000] train loss: 0.001106, val loss: 0.001836
Epoch [4062 / 5000] train loss: 0.001111, val loss: 0.001766
Epoch [4063 / 5000] train loss: 0.001089, val loss: 0.001782
Epoch [4064 / 5000] train loss: 0.001055, val loss: 0.001709
Epoch [4065 / 5000] train loss: 0.001033, val loss: 0.001727
Epoch [4066 / 5000] train loss: 0.001014, val loss: 0.001737
Epoch [4067 / 5000] train loss: 0.001013, val loss: 0.001716
Epoch [4068 / 5000] train loss: 0.001010, val loss: 0.001744
Epoch [4069 / 5000] train loss: 0.001024, val loss: 0.001721
Epoch [4070 / 5000] train loss: 0.001029, val loss: 0.001764
Epoch [4071 / 5000] train loss: 0.001032, val loss: 0.001719
Epoch [4072 / 5000] train loss: 0.001032, val loss: 0.001788
Epoch [4073 / 5000] train loss: 0.001055, val loss: 0.001787
Epoch [4074 / 5000] train loss: 0.001091, val loss: 0.001885
Epoch [4075 / 5000] train loss: 0.001119, val loss: 0.001820
Epoch [4076 / 5000] train loss: 0.001155, val loss: 0.001907
Epoch [4077 / 5000] train loss: 0.001147, val loss: 0.001858
Epoch [4078 / 5000] train loss: 0.001174, val loss: 0.001850
Epoch [4079 / 5000] train loss: 0.001106, val loss: 0.001728
Epoch [4080 / 5000] train loss: 0.001061, val loss: 0.001724
Epoch [4081 / 5000] train loss: 0.001015, val loss: 0.001743
Epoch [4082 / 5000] train loss: 0.001022, val loss: 0.001720
Epoch [4083 / 5000] train loss: 0.001025, val loss: 0.001779
Epoch [4084 / 5000] train loss: 0.001056, val loss: 0.001765
Epoch [4085 / 5000] train loss: 0.001082, val loss: 0.001861
Epoch [4086 / 5000] train loss: 0.001102, val loss: 0.001774
Epoch [4087 / 5000] train loss: 0.001089, val loss: 0.001785
Epoch [4088 / 5000] train loss: 0.001064, val loss: 0.001726
Epoch [4089 / 5000] train loss: 0.001042, val loss: 0.001760
Epoch [4090 / 5000] train loss: 0.001034, val loss: 0.001697
Epoch [4091 / 5000] train loss: 0.001022, val loss: 0.001717
Epoch [4092 / 5000] train loss: 0.001016, val loss: 0.001715
Epoch [4093 / 5000] train loss: 0.001006, val loss: 0.001743
Epoch [4094 / 5000] train loss: 0.001003, val loss: 0.001727
Epoch [4095 / 5000] train loss: 0.001000, val loss: 0.001724
Epoch [4096 / 5000] train loss: 0.000999, val loss: 0.001733
Epoch [4097 / 5000] train loss: 0.001001, val loss: 0.001715
Epoch [4098 / 5000] train loss: 0.001003, val loss: 0.001740
Epoch [4099 / 5000] train loss: 0.001016, val loss: 0.001729
Epoch [4100 / 5000] train loss: 0.001037, val loss: 0.001823
Epoch [4101 / 5000] train loss: 0.001079, val loss: 0.001830
Epoch [4102 / 5000] train loss: 0.001159, val loss: 0.002002
Epoch [4103 / 5000] train loss: 0.001224, val loss: 0.001972
Epoch [4104 / 5000] train loss: 0.001339, val loss: 0.002129
Epoch [4105 / 5000] train loss: 0.001355, val loss: 0.001990
Epoch [4106 / 5000] train loss: 0.001353, val loss: 0.001999
Epoch [4107 / 5000] train loss: 0.001216, val loss: 0.001813
Epoch [4108 / 5000] train loss: 0.001097, val loss: 0.001750
Epoch [4109 / 5000] train loss: 0.001016, val loss: 0.001747
Epoch [4110 / 5000] train loss: 0.001026, val loss: 0.001772
Epoch [4111 / 5000] train loss: 0.001090, val loss: 0.001969
Epoch [4112 / 5000] train loss: 0.001195, val loss: 0.001969
Epoch [4113 / 5000] train loss: 0.001342, val loss: 0.002183
Epoch [4114 / 5000] train loss: 0.001430, val loss: 0.002191
Epoch [4115 / 5000] train loss: 0.001544, val loss: 0.002223
Epoch [4116 / 5000] train loss: 0.001411, val loss: 0.001870
Epoch [4117 / 5000] train loss: 0.001183, val loss: 0.001761
Epoch [4118 / 5000] train loss: 0.001042, val loss: 0.001814
Epoch [4119 / 5000] train loss: 0.001073, val loss: 0.001855
Epoch [4120 / 5000] train loss: 0.001202, val loss: 0.002007
Epoch [4121 / 5000] train loss: 0.001265, val loss: 0.001893
Epoch [4122 / 5000] train loss: 0.001273, val loss: 0.001922
Epoch [4123 / 5000] train loss: 0.001177, val loss: 0.001786
Epoch [4124 / 5000] train loss: 0.001081, val loss: 0.001773
Epoch [4125 / 5000] train loss: 0.001020, val loss: 0.001768
Epoch [4126 / 5000] train loss: 0.001015, val loss: 0.001794
Epoch [4127 / 5000] train loss: 0.001072, val loss: 0.001931
Epoch [4128 / 5000] train loss: 0.001149, val loss: 0.001964
Epoch [4129 / 5000] train loss: 0.001284, val loss: 0.002155
Epoch [4130 / 5000] train loss: 0.001379, val loss: 0.002132
Epoch [4131 / 5000] train loss: 0.001524, val loss: 0.002211
Epoch [4132 / 5000] train loss: 0.001429, val loss: 0.001871
Epoch [4133 / 5000] train loss: 0.001244, val loss: 0.001764
Epoch [4134 / 5000] train loss: 0.001052, val loss: 0.001781
Epoch [4135 / 5000] train loss: 0.001062, val loss: 0.001896
Epoch [4136 / 5000] train loss: 0.001237, val loss: 0.002106
Epoch [4137 / 5000] train loss: 0.001357, val loss: 0.002014
Epoch [4138 / 5000] train loss: 0.001390, val loss: 0.001984
Epoch [4139 / 5000] train loss: 0.001210, val loss: 0.001733
Epoch [4140 / 5000] train loss: 0.001049, val loss: 0.001724
Epoch [4141 / 5000] train loss: 0.001028, val loss: 0.001871
Epoch [4142 / 5000] train loss: 0.001129, val loss: 0.001956
Epoch [4143 / 5000] train loss: 0.001287, val loss: 0.002086
Epoch [4144 / 5000] train loss: 0.001345, val loss: 0.002030
Epoch [4145 / 5000] train loss: 0.001421, val loss: 0.002127
Epoch [4146 / 5000] train loss: 0.001331, val loss: 0.001866
Epoch [4147 / 5000] train loss: 0.001176, val loss: 0.001782
Epoch [4148 / 5000] train loss: 0.001025, val loss: 0.001792
Epoch [4149 / 5000] train loss: 0.001049, val loss: 0.001839
Epoch [4150 / 5000] train loss: 0.001151, val loss: 0.001989
Epoch [4151 / 5000] train loss: 0.001214, val loss: 0.001868
Epoch [4152 / 5000] train loss: 0.001206, val loss: 0.001862
Epoch [4153 / 5000] train loss: 0.001131, val loss: 0.001750
Epoch [4154 / 5000] train loss: 0.001066, val loss: 0.001737
Epoch [4155 / 5000] train loss: 0.001017, val loss: 0.001727
Epoch [4156 / 5000] train loss: 0.001014, val loss: 0.001741
Epoch [4157 / 5000] train loss: 0.001056, val loss: 0.001847
Epoch [4158 / 5000] train loss: 0.001097, val loss: 0.001852
Epoch [4159 / 5000] train loss: 0.001159, val loss: 0.001910
Epoch [4160 / 5000] train loss: 0.001165, val loss: 0.001821
Epoch [4161 / 5000] train loss: 0.001179, val loss: 0.001892
Epoch [4162 / 5000] train loss: 0.001130, val loss: 0.001742
Epoch [4163 / 5000] train loss: 0.001063, val loss: 0.001725
Epoch [4164 / 5000] train loss: 0.001009, val loss: 0.001716
Epoch [4165 / 5000] train loss: 0.001004, val loss: 0.001728
Epoch [4166 / 5000] train loss: 0.001032, val loss: 0.001810
Epoch [4167 / 5000] train loss: 0.001068, val loss: 0.001754
Epoch [4168 / 5000] train loss: 0.001093, val loss: 0.001811
Epoch [4169 / 5000] train loss: 0.001075, val loss: 0.001731
Epoch [4170 / 5000] train loss: 0.001042, val loss: 0.001738
Epoch [4171 / 5000] train loss: 0.001006, val loss: 0.001709
Epoch [4172 / 5000] train loss: 0.000992, val loss: 0.001713
Epoch [4173 / 5000] train loss: 0.001002, val loss: 0.001771
Epoch [4174 / 5000] train loss: 0.001024, val loss: 0.001774
Epoch [4175 / 5000] train loss: 0.001074, val loss: 0.001877
Epoch [4176 / 5000] train loss: 0.001121, val loss: 0.001860
Epoch [4177 / 5000] train loss: 0.001196, val loss: 0.001994
Epoch [4178 / 5000] train loss: 0.001210, val loss: 0.001895
Epoch [4179 / 5000] train loss: 0.001220, val loss: 0.001885
Epoch [4180 / 5000] train loss: 0.001130, val loss: 0.001737
Epoch [4181 / 5000] train loss: 0.001052, val loss: 0.001715
Epoch [4182 / 5000] train loss: 0.000999, val loss: 0.001741
Epoch [4183 / 5000] train loss: 0.001017, val loss: 0.001723
Epoch [4184 / 5000] train loss: 0.001057, val loss: 0.001843
Epoch [4185 / 5000] train loss: 0.001112, val loss: 0.001822
Epoch [4186 / 5000] train loss: 0.001152, val loss: 0.001881
Epoch [4187 / 5000] train loss: 0.001129, val loss: 0.001764
Epoch [4188 / 5000] train loss: 0.001094, val loss: 0.001764
Epoch [4189 / 5000] train loss: 0.001039, val loss: 0.001728
Epoch [4190 / 5000] train loss: 0.001010, val loss: 0.001716
Epoch [4191 / 5000] train loss: 0.001003, val loss: 0.001757
Epoch [4192 / 5000] train loss: 0.001036, val loss: 0.001745
Epoch [4193 / 5000] train loss: 0.001072, val loss: 0.001882
Epoch [4194 / 5000] train loss: 0.001124, val loss: 0.001832
Epoch [4195 / 5000] train loss: 0.001179, val loss: 0.001936
Epoch [4196 / 5000] train loss: 0.001202, val loss: 0.001890
Epoch [4197 / 5000] train loss: 0.001226, val loss: 0.001931
Epoch [4198 / 5000] train loss: 0.001153, val loss: 0.001745
Epoch [4199 / 5000] train loss: 0.001069, val loss: 0.001725
Epoch [4200 / 5000] train loss: 0.001013, val loss: 0.001729
Epoch [4201 / 5000] train loss: 0.001002, val loss: 0.001752
Epoch [4202 / 5000] train loss: 0.001043, val loss: 0.001833
Epoch [4203 / 5000] train loss: 0.001083, val loss: 0.001795
Epoch [4204 / 5000] train loss: 0.001121, val loss: 0.001878
Epoch [4205 / 5000] train loss: 0.001121, val loss: 0.001776
Epoch [4206 / 5000] train loss: 0.001098, val loss: 0.001808
Epoch [4207 / 5000] train loss: 0.001059, val loss: 0.001728
Epoch [4208 / 5000] train loss: 0.001036, val loss: 0.001742
Epoch [4209 / 5000] train loss: 0.001013, val loss: 0.001707
Epoch [4210 / 5000] train loss: 0.000994, val loss: 0.001714
Epoch [4211 / 5000] train loss: 0.000993, val loss: 0.001733
Epoch [4212 / 5000] train loss: 0.000998, val loss: 0.001712
Epoch [4213 / 5000] train loss: 0.001010, val loss: 0.001772
Epoch [4214 / 5000] train loss: 0.001031, val loss: 0.001763
Epoch [4215 / 5000] train loss: 0.001071, val loss: 0.001871
Epoch [4216 / 5000] train loss: 0.001112, val loss: 0.001839
Epoch [4217 / 5000] train loss: 0.001181, val loss: 0.001981
Epoch [4218 / 5000] train loss: 0.001214, val loss: 0.001943
Epoch [4219 / 5000] train loss: 0.001279, val loss: 0.001982
Epoch [4220 / 5000] train loss: 0.001216, val loss: 0.001810
Epoch [4221 / 5000] train loss: 0.001144, val loss: 0.001786
Epoch [4222 / 5000] train loss: 0.001047, val loss: 0.001741
Epoch [4223 / 5000] train loss: 0.001012, val loss: 0.001711
Epoch [4224 / 5000] train loss: 0.001000, val loss: 0.001772
Epoch [4225 / 5000] train loss: 0.001051, val loss: 0.001755
Epoch [4226 / 5000] train loss: 0.001098, val loss: 0.001892
Epoch [4227 / 5000] train loss: 0.001148, val loss: 0.001795
Epoch [4228 / 5000] train loss: 0.001149, val loss: 0.001845
Epoch [4229 / 5000] train loss: 0.001115, val loss: 0.001765
Epoch [4230 / 5000] train loss: 0.001068, val loss: 0.001763
Epoch [4231 / 5000] train loss: 0.001026, val loss: 0.001699
Epoch [4232 / 5000] train loss: 0.001003, val loss: 0.001695
